poids(preliminary,1) = 3.204662511748219
poids(yet,3179) = 1.7501400007696313
poids(also,3179) = 1.3800681741737668
poids(generate,3179) = 1.6969063864804605
poids(presents,3179) = 1.547456549097248
poids(selected,3179) = 1.734887503916073
poids(papers,3179) = 1.7972497183684544
poids(conference,3179) = 1.9091804190095187
poids(sought,3179) = 1.9678775053614124
poids(discover,3179) = 2.1685641691374
poids(currently,3179) = 1.734887503916073
poids(known,3179) = 1.5360218053739194
poids(impacts,3179) = 1.9678775053614124
poids(society,3179) = 1.850483332657625
poids(research,3179) = 1.5782801652566851
poids(needed,3179) = 1.6207466103086707
poids(future,3179) = 1.6143115585768752
poids(costs,3180) = 3.0743287432532127
poids(current,3180) = 1.9167973247382413
poids(u,3180) = 2.179782235866981
poids(payments,3180) = 2.7528462537061
poids(system,3180) = 1.4007709952862004
poids(neither,3180) = 2.232149911126988
poids(banking,3180) = 2.5142856263462687
poids(industry,3180) = 2.275724998986438
poids(public,3180) = 2.213255630682288
poids(policy,3180) = 2.0917366063391407
poids(makers,3180) = 2.6023312558741094
poids(good,3180) = 2.0216472547566218
poids(information,3180) = 1.5701022612606503
poids(comparative,3180) = 2.232149911126988
poids(alternative,3180) = 1.9573139501928505
poids(payment,3180) = 2.6023312558741094
poids(systems,3180) = 2.0032653874277675
poids(cash,3180) = 2.6023312558741094
poids(checks,3180) = 2.363770628514278
poids(credit,3180) = 2.5142856263462687
poids(cards,3180) = 2.301301260210128
poids(eft,3180) = 3.660594467397943
poids(transactions,3180) = 2.3302972336989716
poids(result,3180) = 1.8749088258698543
poids(services,3180) = 2.2528462537061
poids(likely,3180) = 2.3302972336989716
poids(implemented,3180) = 1.7907066106751592
poids(without,3180) = 1.7959393275142417
poids(valid,3180) = 2.232149911126988
poids(assessment,3180) = 2.4033612515380907
poids(whether,3180) = 1.9518162580421188
poids(cost,3180) = 1.7959393275142417
poids(justified,3180) = 3.660594467397943
poids(lst,3180) = 2.7528462537061
poids(alone,3180) = 2.363770628514278
poids(terms,3180) = 1.7550286564073252
poids(criteria,3180) = 1.9935892837671563
poids(public,3181) = 2.6176741742430503
poids(protection,3181) = 1.7025841662467207
poids(education,3181) = 1.6623928558447707
poids(eft,3181) = 3.660594467397943
poids(research,3181) = 2.734840495770056
poids(revealed,3181) = 2.7350683469468375
poids(existence,3181) = 1.7501400007696313
poids(widespread,3181) = 1.8352308358040665
poids(misinformation,3181) = 2.1685641691374
poids(lack,3181) = 1.8352308358040665
poids(knowledge,3181) = 1.734887503916073
poids(among,3181) = 1.6111982164921608
poids(business,3181) = 1.7025841662467207
poids(government,3181) = 1.8214332740846584
poids(well,3181) = 1.4755037537881917
poids(consumers,3181) = 2.0095237508975123
poids(result,3181) = 1.5832725505799028
poids(effort,3181) = 2.393812772960921
poids(stimulate,3181) = 2.0095237508975123
poids(meaningful,3181) = 1.9091804190095187
poids(participation,3181) = 1.9355741676920604
poids(decisions,3181) = 1.767190841585425
poids(introduction,3181) = 1.7084937552335313
poids(systems,3181) = 1.3344217958092557
poids(require,3181) = 1.6207466103086707
poids(coordinated,3181) = 1.9678775053614124
poids(educational,3181) = 1.776533749452173
poids(considerable,3181) = 1.767190841585425
poids(scale,3181) = 1.6497966688816375
poids(addition,3181) = 1.5782801652566851
poids(shortcomings,3181) = 1.9678775053614124
poids(present,3181) = 1.537865968240573
poids(system,3181) = 1.5343613270482672
poids(defining,3181) = 1.734887503916073
poids(responsibilities,3181) = 2.0095237508975123
poids(liabilities,3181) = 2.1685641691374
poids(avenues,3181) = 2.0095237508975123
poids(recourse,3181) = 2.1685641691374
poids(article,3181) = 1.7501400007696313
poids(presents,3181) = 1.547456549097248
poids(several,3181) = 1.4311683010027474
poids(possible,3181) = 1.4731108922458174
poids(alternatives,3181) = 1.8214332740846584
poids(improving,3181) = 1.7584145286779753
poids(current,3181) = 1.6111982164921608
poids(ongoing,3181) = 2.0095237508975123
poids(also,3181) = 1.3800681741737668
poids(needed,3181) = 1.6207466103086707
poids(assure,3181) = 1.9678775053614124
poids(actions,3181) = 1.7278244042260935
poids(taken,3181) = 1.6861781586899935
poids(responsive,3181) = 2.068220837249406
poids(changing,3181) = 1.7972497183684544
poids(environment,3181) = 1.568783985986206
poids(consumer,3181) = 2.068220837249406
poids(needs,3181) = 1.7584145286779753
poids(vulnerabilities,3182) = 2.7528462537061
poids(efts,3182) = 4.5056925074122
poids(intentionally,3182) = 2.6023312558741094
poids(caused,3182) = 2.275724998986438
poids(losses,3182) = 2.6023312558741094
poids(hypothesis,3182) = 1.6651486168494858
poids(consumers,3182) = 1.7571428131731344
poids(provided,3182) = 1.4283252044784867
poids(greater,3182) = 1.5269381246850406
poids(accuracy,3182) = 1.4759081290210594
poids(freedom,3182) = 1.6651486168494858
poids(error,3182) = 1.3621969140189318
poids(fraud,3182) = 2.7528462537061
poids(electronic,3182) = 1.606627815341144
poids(funds,3182) = 1.7259081290210594
poids(transfer,3182) = 1.5824003120891297
poids(systems,3182) = 1.5016326937138837
poids(discussed,3182) = 1.265411927873531
poids(light,3182) = 1.5979372887763408
poids(technical,3182) = 1.5567347266148428
poids(capabilities,3182) = 1.4843726958363013
poids(potential,3182) = 1.5359911678486518
poids(computer,3182) = 1.1824295440707078
poids(protect,3182) = 1.7259081290210594
poids(accidentally,3182) = 1.87642312685305
poids(although,3182) = 1.441332454479489
poids(nomenclature,3182) = 1.8011656279370547
poids(business,3182) = 1.5269381246850406
poids(crimes,3182) = 2.7528462537061
poids(remains,3182) = 1.7259081290210594
poids(manual,3182) = 1.606627815341144
poids(depository,3182) = 1.87642312685305
poids(financial,3182) = 1.7016806257690453
poids(service,3182) = 1.5226797898603455
poids(example,3182) = 1.3843023897145663
poids(theft,3182) = 1.87642312685305
poids(embezzlement,3182) = 1.87642312685305
poids(characteristics,3182) = 1.416710854168736
poids(new,3182) = 1.2928096890653173
poids(changes,3182) = 1.4732271626731162
poids(resulting,3182) = 1.5001356322730737
poids(accelerating,3182) = 1.7259081290210594
poids(use,3182) = 1.240406115765481
poids(continual,3182) = 1.87642312685305
poids(technological,3182) = 1.62642312685305
poids(advances,3182) = 1.7571428131731344
poids(broaden,3182) = 1.87642312685305
poids(scope,3182) = 1.5898911179334905
poids(security,3182) = 1.5753931311890688
poids(issues,3182) = 1.5408174566474986
poids(examined,3182) = 1.4538741068459216
poids(factors,3182) = 1.4873475016612283
poids(backup,3182) = 1.7571428131731344
poids(requirements,3182) = 1.4151486168494858
poids(regulatory,3182) = 1.87642312685305
poids(legislative,3182) = 1.87642312685305
poids(actions,3182) = 1.5458683031695704
poids(economics,3182) = 1.7571428131731344
poids(give,3182) = 1.490406115765481
poids(rise,3182) = 1.7016806257690453
poids(urgency,3182) = 1.8011656279370547
poids(immediate,3182) = 1.5824003120891297
poids(research,3182) = 1.433710123942514
poids(solutions,3182) = 1.4474222909443502
poids(emerging,3182) = 1.7571428131731344
poids(related,3182) = 1.4680560129581535
poids(policy,3183) = 1.3119247446683258
poids(values,3183) = 1.4675602250517783
poids(eft,3183) = 3.660594467397943
poids(research,3183) = 1.743503069615738
poids(anatomy,3183) = 1.4578089302497454
poids(agenda,3183) = 2.0016264306891998
poids(emerging,3183) = 1.4326530360989338
poids(recognition,3183) = 1.291899215644749
poids(systems,3183) = 1.2866472535507907
poids(potential,3183) = 1.3062806673420866
poids(vastly,3183) = 1.4578089302497454
poids(alter,3183) = 1.4578089302497454
poids(payment,3183) = 1.4578089302497454
poids(fund,3183) = 1.5008132153445999
poids(transfer,3183) = 1.3328001783366454
poids(system,3183) = 1.1145059986532002
poids(american,3183) = 1.2704155215274948
poids(society,3183) = 1.364492856853268
poids(number,3183) = 1.1449044019397039
poids(forces,3183) = 1.4009603575823115
poids(actors,3183) = 1.5008132153445999
poids(involved,3183) = 1.2877615447968467
poids(evolution,3183) = 1.364492856853268
poids(vary,3183) = 1.3718003600600366
poids(significantly,3183) = 1.318134129494196
poids(depending,3183) = 1.357956072487457
poids(individual,3183) = 1.3011074998200232
poids(institutional,3183) = 1.4578089302497454
poids(perspectives,3183) = 1.5008132153445999
poids(value,3183) = 1.2408783674100472
poids(conflicts,3183) = 1.3800849239139918
poids(highlighted,3183) = 1.4578089302497454
poids(six,3183) = 1.3287960749651822
poids(part,3183) = 1.2230299764660044
poids(technological,3183) = 1.357956072487457
poids(issues,3183) = 1.3090385466557133
poids(impacts,3183) = 1.414804645154891
poids(people,3183) = 1.3416784507293376
poids(economic,3183) = 1.352042831750568
poids(impact,3183) = 1.3214885717584135
poids(regulation,3183) = 1.4326530360989338
poids(control,3183) = 1.197874082315193
poids(evaluating,3183) = 1.2877615447968467
poids(monitoring,3183) = 1.3718003600600366
poids(revised,3184) = 1.62642312685305
poids(report,3184) = 1.8497562667141565
poids(algorithmic,3184) = 2.1958745775526816
poids(language,3184) = 2.0242498789098953
poids(algol,3184) = 1.704391247202072
poids(60,3184) = 1.8601813362007165
poids(gives,3184) = 1.5269381246850406
poids(complete,3184) = 1.431885314257139
poids(defining,3184) = 1.5511656279370547
poids(description,3184) = 1.4048004455599297
poids(international,3184) = 1.637862499493219
poids(suitable,3184) = 1.4680560129581535
poids(expressing,3184) = 1.62642312685305
poids(large,3184) = 1.3156636146814764
poids(class,3184) = 1.4062197287828522
poids(numerical,3184) = 1.373213820676757
poids(processes,3184) = 1.410592411822936
poids(form,3184) = 1.3593766614165097
poids(sufficiently,3184) = 1.616074955563494
poids(concise,3184) = 1.681885314257139
poids(direct,3184) = 1.470610804253575
poids(automatic,3184) = 1.7321499111269876
poids(translation,3184) = 1.490406115765481
poids(programmed,3184) = 1.5001356322730737
poids(computers,3184) = 1.3593766614165097
poids(humble,3185) = 3.1364416744988124
poids(programmer,3185) = 1.6081504233455375
poids(shall,3185) = 2.1685641691374
poids(much,3185) = 1.5782801652566851
poids(better,3185) = 1.6668475096974313
poids(programming,3185) = 1.6494757269132965
poids(job,3185) = 1.7210899421966646
poids(provided,3185) = 2.713300817913946
poids(approach,3185) = 1.97619988150265
poids(task,3185) = 2.382885828835475
poids(full,3185) = 1.6580711967899817
poids(appreciation,3185) = 2.0095237508975123
poids(tremendous,3185) = 2.068220837249406
poids(difficulty,3185) = 1.767190841585425
poids(stick,3185) = 2.068220837249406
poids(modest,3185) = 1.9678775053614124
poids(elegant,3185) = 1.886864822465981
poids(languages,3185) = 1.4639163850351211
poids(respect,3185) = 1.6497966688816375
poids(intrinsic,3185) = 2.068220837249406
poids(limitations,3185) = 1.7423129688197903
poids(human,3185) = 1.6714436045259757
poids(mind,3185) = 1.9678775053614124
poids(programmers,3185) = 1.767190841585425
poids(go,3186) = 3.391749155105363
poids(statement,3186) = 3.1077524987401626
poids(considerd,3186) = 4.5056925074122
poids(harmful,3186) = 4.204662511748219
poids(certification,3187) = 1.8352308358040665
poids(algorithm,3187) = 1.1428960602062832
poids(271,3187) = 2.0095237508975123
poids(quickersort,3187) = 4.0285712526925375
poids(compiled,3187) = 1.8088370871215251
poids(run,3187) = 1.6274810723381
poids(without,3187) = 1.5306262183428276
poids(correction,3187) = 1.7210899421966646
poids(aldep,3187) = 2.1685641691374
poids(translator,3187) = 1.7084937552335313
poids(cdc,3187) = 1.7501400007696313
poids(1604a,3187) = 2.1685641691374
poids(comparison,3187) = 1.5782801652566851
poids(average,3187) = 1.6207466103086707
poids(sorting,3187) = 1.6143115585768752
poids(items,3187) = 1.6580711967899817
poids(recently,3187) = 1.6810981698377478
poids(published,3187) = 1.6714436045259757
poids(algorithms,3187) = 1.4112836336252337
poids(demonstrates,3187) = 1.850483332657625
poids(superior,3187) = 1.7146548904648689
poids(performance,3187) = 1.5048221439065683
poids(semiotics,3188) = 4.5056925074122
poids(programming,3188) = 1.4871067951849724
poids(languages,3188) = 1.6958745775526816
poids(based,3188) = 1.6204373422013318
poids(paper,3188) = 1.4336016252287813
poids(three,3188) = 2.456474484742018
poids(dimension,3188) = 3.5056925074122
poids(insert,3188) = 2.5142856263462687
poids(point,3188) = 1.7550286564073252
poids(language,3188) = 1.5121249394549476
poids(many,3188) = 1.6677153960086213
poids(aspects,3188) = 2.8067225030761813
poids(pragmatics,3188) = 2.6023312558741094
poids(semantics,3188) = 2.0627406328502973
poids(syntactics,3188) = 2.7528462537061
poids(necessary,3188) = 1.8334217083374722
poids(cover,3188) = 2.275724998986438
poids(one,3188) = 1.5128427822275246
poids(however,3188) = 1.8497562667141565
poids(project,3188) = 2.0538762493700813
poids(semiotic,3188) = 2.7528462537061
poids(seems,3188) = 2.137621793016963
poids(strong,3188) = 2.275724998986438
poids(tendency,3188) = 2.5142856263462687
poids(today,3188) = 2.232149911126988
poids(algebraic,3189) = 2.8335946494764825
poids(compiler,3189) = 2.5814132213503185
poids(fortran,3189) = 1.9462217844916345
poids(assembly,3189) = 2.4051683324934414
poids(program,3189) = 1.6180355316294184
poids(written,3189) = 1.5397339274132393
poids(may,3189) = 1.4030091057168896
poids(added,3189) = 1.7146548904648689
poids(expand,3189) = 1.886864822465981
poids(statements,3189) = 1.5758470856761855
poids(following,3189) = 1.6714436045259757
poids(operations,3189) = 1.4791688818886795
poids(addition,3189) = 1.5782801652566851
poids(subtraction,3189) = 1.9091804190095187
poids(multiplication,3189) = 1.7501400007696313
poids(division,3189) = 1.6580711967899817
poids(compile,3189) = 1.8214332740846584
poids(multi,3189) = 1.7278244042260935
poids(level,3189) = 1.5033524376048835
poids(expressions,3189) = 1.5514780528977083
poids(floating,3189) = 1.6914429144177374
poids(point,3189) = 2.006704875209767
poids(arithmetic,3189) = 1.537865968240573
poids(easily,3189) = 1.6174933312122854
poids(revised,3189) = 1.8352308358040665
poids(fixed,3189) = 1.593805545937137
poids(correction,3190) = 2.081634913294997
poids(economies,3190) = 2.5142856263462687
poids(scale,3190) = 1.9746950033224564
poids(ibm,3190) = 1.7639844510616762
poids(system,3190) = 1.4007709952862004
poids(360,3190) = 1.9871067951849724
poids(page,3190) = 3.0585344760699806
poids(439,3190) = 2.7528462537061
poids(typical,3190) = 2.0216472547566218
poids(instruction,3190) = 1.9573139501928505
poids(mix,3190) = 2.275724998986438
poids(id,3190) = 2.7528462537061
poids(discussed,3190) = 1.530823855747062
poids(timing,3190) = 2.1648006241782594
poids(computed,3190) = 2.0371643716266066
poids(outlined,3190) = 2.0002712645461473
poids(undetected,3190) = 2.7528462537061
poids(programming,3190) = 1.4871067951849724
poids(error,3190) = 2.4487876560757273
poids(times,3190) = 1.9311199154630063
poids(resulting,3190) = 2.0002712645461473
poids(regression,3190) = 2.232149911126988
poids(equation,3190) = 1.8749088258698543
poids(slightly,3190) = 2.2528462537061
poids(generating,3191) = 1.882664908958978
poids(permutations,3191) = 3.143964671394607
poids(nested,3191) = 2.1252100011544472
poids(cycling,3191) = 2.5142856263462687
poids(purpose,3191) = 1.7381543648634952
poids(letter,3191) = 2.363770628514278
poids(two,3191) = 1.5284930937535601
poids(fold,3191) = 2.5142856263462687
poids(first,3191) = 1.687679369458597
poids(give,3191) = 1.9808122315309622
poids(due,3191) = 2.081634913294997
poids(credit,3191) = 2.5142856263462687
poids(tompkins,3191) = 2.7528462537061
poids(paige,3191) = 2.7528462537061
poids(algorithm,3191) = 1.214344090309425
poids(second,3191) = 1.818230393840612
poids(clarify,3191) = 2.363770628514278
poids(comment,3191) = 2.0627406328502973
poids(hill,3191) = 2.6023312558741094
poids(cr,3191) = 2.7528462537061
poids(review,3191) = 2.2528462537061
poids(13891,3191) = 2.7528462537061
poids(programs,3191) = 1.546196371665474
poids(lincoln,3192) = 2.211428501077015
poids(keyboard,3192) = 3.6026025204202563
poids(typewriter,3192) = 2.0910165028114225
poids(designed,3192) = 1.3102899995945751
poids(computers,3192) = 1.2875013291332076
poids(input,3192) = 1.5566996620421454
poids(flexibility,3192) = 1.8818650046992875
