(preliminary,1) -> 3.204662511748219
(described,2633) -> 1.226179902931363
(tested,2633) -> 1.5071428131731344
(intended,2633) -> 1.5313703164251486
(reduce,2633) -> 1.5185821858133033
(cost,2633) -> 1.3979696637571208
(transmitting,2633) -> 1.681885314257139
(lines,2633) -> 2.007165406788964
(feel,2633) -> 1.8011656279370547
(could,2633) -> 1.5108236273783109
(used,2633) -> 1.24581206847647
(transmit,2633) -> 1.650650630105064
(voice,2633) -> 1.7259081290210594
(grade,2633) -> 1.8011656279370547
(evaluation,2634) -> 1.7907066106751592
(statistical,2634) -> 2.8929086506924646
(software,2634) -> 1.8531759789793092
(social,2634) -> 2.232149911126988
(sciences,2634) -> 2.2528462537061
(several,2634) -> 1.646752451504121
(hundred,2634) -> 2.363770628514278
(college,2634) -> 2.301301260210128
(university,2634) -> 1.9361120259163067
(computer,2634) -> 1.3648590881414155
(installations,2634) -> 2.363770628514278
(offer,2634) -> 2.3302972336989716
(various,2634) -> 1.7169052500530373
(types,2634) -> 1.8241800054904658
(packages,2634) -> 2.3302972336989716
(general,2634) -> 1.573878830205873
(use,2634) -> 1.9616244630619244
(among,2634) -> 1.9167973247382413
(widely,2634) -> 2.213255630682288
(available,2634) -> 1.7855970280843163
(osiris,2634) -> 2.7528462537061
(spss,2634) -> 2.6023312558741094
(bmd,2634) -> 2.6023312558741094
(data,2634) -> 1.4705132215800554
(text,2634) -> 1.8948445818887003
(tsar,2634) -> 2.7528462537061
(order,2634) -> 1.6925592881031752
(provide,2634) -> 1.8067989523608599
(users,2634) -> 1.8531759789793092
(basis,2634) -> 1.8749088258698543
(selection,2634) -> 1.9573139501928505
(tests,2634) -> 2.0292672380349903
(made,2634) -> 1.6958745775526816
(systems,2634) -> 1.5016326937138837
(results,2634) -> 1.5856193781306347
(summarized,2634) -> 2.179782235866981
(cost,2634) -> 1.7959393275142417
(performance,2634) -> 1.7572332158598525
(exact,2635) -> 3.1077524987401626
(probabilities,2635) -> 3.275243586033926
(r,2635) -> 3.143964671394607
(x,2635) -> 2.6927791507693444
(c,2635) -> 3.090719159441382
(contingency,2635) -> 4.0285712526925375
(tables,2635) -> 2.713300817913946
(algorithm,2635) -> 1.4286881806188498
(r434,2635) -> 4.204662511748219
(generation,2636) -> 2.660594467397943
(random,2636) -> 2.576273581697907
(correlated,2636) -> 3.8067225030761813
(normal,2636) -> 2.7896891637774006
(variables,2636) -> 2.5711940561686326
(algorithm,2636) -> 1.4286881806188498
(r425,2636) -> 4.5056925074122
(hidden,2637) -> 3.4265112613645754
(line,2637) -> 2.6248789151314087
(plotting,2637) -> 3.301572524756275
(program,2637) -> 1.9270532974441277
(algorithm,2637) -> 1.4286881806188498
(r420,2637) -> 3.8067225030761813
(hidden,2638) -> 3.4265112613645754
(line,2638) -> 2.6248789151314087
(plotting,2638) -> 3.301572524756275
(program,2638) -> 1.9270532974441277
(algorithm,2638) -> 1.4286881806188498
(r420,2638) -> 3.8067225030761813
(calculation,2639) -> 2.781416637811411
(fourier,2639) -> 3.0743287432532127
(integrals,2639) -> 2.9871785675343125
(algorithm,2639) -> 1.4286881806188498
(r418,2639) -> 4.204662511748219
(modified,2640) -> 2.815496427383686
(havie,2640) -> 3.8067225030761813
(integration,2640) -> 2.6861485718703313
(algorithm,2640) -> 1.4286881806188498
(r400,2640) -> 4.5056925074122
(minimal,2641) -> 2.9616244630619244
(spanning,2641) -> 3.4265112613645754
(tree,2641) -> 2.6483600109809315
(clustering,2641) -> 3.5514499979728753
(method,2641) -> 1.914627900385701
(z,2641) -> 3.125481265700594
(algorithm,2641) -> 1.4286881806188498
(a479,2641) -> 4.5056925074122
(solution,2642) -> 2.285584419372145
(overdetermined,2642) -> 3.8067225030761813
(system,2642) -> 1.8015419905724008
(equations,2642) -> 2.4803866421474297
(l1,2642) -> 3.9036325160842376
(norm,2642) -> 3.660594467397943
(f4,2642) -> 3.391749155105363
(algorithm,2642) -> 1.4286881806188498
(a478,2642) -> 4.5056925074122
(minimization,2643) -> 1.7584145286779753
(spatially,2643) -> 2.1685641691374
(multiplexed,2643) -> 2.068220837249406
(character,2643) -> 2.1821991650594876
(sets,2643) -> 2.1821991650594876
(paper,2643) -> 1.2890677501525207
(describes,2643) -> 1.5155503716970355
(technique,2643) -> 1.408979635486457
(compacting,2643) -> 1.9091804190095187
(digital,2643) -> 1.5018975024707333
(computer,2643) -> 1.243239392094277
(retaining,2643) -> 2.0095237508975123
(fast,2643) -> 1.571100272637982
(access,2643) -> 1.568783985986206
(individual,2643) -> 1.7025841662467207
(bits,2643) -> 1.6810981698377478
(considers,2643) -> 1.8214332740846584
(problem,2643) -> 2.0403096559637817
(minimizing,2643) -> 1.7084937552335313
(storage,2643) -> 1.396574053985094
(needed,2643) -> 1.6207466103086707
(contain,2643) -> 1.767190841585425
(tables,2643) -> 1.571100272637982
(reduction,2643) -> 1.6623928558447707
(techniques,2643) -> 1.4136248948008878
(developed,2643) -> 1.4338575082520917
(shown,2643) -> 1.4044788120185747
(reduce,2643) -> 1.6914429144177374
(covering,2643) -> 1.886864822465981
(theorem,2644) -> 3.204662511748219
(proving,2644) -> 3.090719159441382
(language,2644) -> 2.0242498789098953
(experimentation,2644) -> 2.301301260210128
(large,2644) -> 1.3156636146814764
(number,2644) -> 1.253582703394482
(strategies,2644) -> 2.2528462537061
(inference,2644) -> 2.1958745775526816
(rules,2644) -> 1.8398088523556868
(presently,2644) -> 1.62642312685305
(consideration,2644) -> 1.5626050005772236
(automated,2644) -> 2.6878150017316704
(need,2644) -> 1.4199044261778435
(developing,2644) -> 1.5753931311890688
(especially,2644) -> 1.5567347266148428
(oriented,2644) -> 1.4393761201014998
(toward,2644) -> 1.5001356322730737
(paper,2644) -> 1.2168008126143905
(discusses,2644) -> 1.4759081290210594
(features,2644) -> 1.3966536037590316
(instructions,2644) -> 1.4873475016612283
(use,2644) -> 1.240406115765481
(permits,2644) -> 1.449530582828566
(easy,2644) -> 1.4732271626731162
(extension,2644) -> 1.4355661284623156
(programs,2644) -> 1.273098185832737
(include,2644) -> 1.443324686897308
(new,2644) -> 1.5856193781306347
(extend,2644) -> 1.5979372887763408
(ability,2644) -> 1.5226797898603455
(permit,2644) -> 1.5269381246850406
(general,2644) -> 1.2869394151029365
(various,2644) -> 1.3584526250265188
(alternative,2644) -> 1.4786569750964254
(systems,2644) -> 1.2508163468569418
(two,2645) -> 1.70465745833808
(languages,2645) -> 1.9278327700702422
(estimating,2645) -> 1.8352308358040665
(program,2645) -> 1.9270532974441277
(efficiency,2645) -> 2.119745136474249
(enabling,2645) -> 1.850483332657625
(users,2645) -> 1.568783985986206
(estimate,2645) -> 1.7146548904648689
(computer,2645) -> 1.1216196960471385
(programs,2645) -> 1.1820654572218248
(presented,2645) -> 1.1541279219560967
(whose,2645) -> 1.3087466656061428
(one,2645) -> 1.1709475940758416
(wishes,2645) -> 1.4839387526807062
(written,2645) -> 1.5397339274132393
(first,2645) -> 1.916905825944796
(language,2645) -> 1.6828332526065966
(go,2645) -> 1.3986248591842272
(less,2645) -> 1.2982815272962336
(programming,2645) -> 1.1623689317283241
(includes,2645) -> 1.3191046500642836
(features,2645) -> 1.2644357358393543
(algol,2645) -> 1.2347970824006906
(60,2645) -> 1.2867271120669055
(second,2645) -> 1.5454869292270745
(consists,2645) -> 1.31374053616905
(interactive,2645) -> 1.3025827378972812
(commands,2645) -> 1.3882668747260865
(provide,2645) -> 1.2689329841202865
(additional,2645) -> 1.295549791264872
(information,2645) -> 1.1900340870868833
(output,2645) -> 1.2562015931430441
(results,2645) -> 1.195206459376878
(processors,2645) -> 1.3290355983949909
(also,2645) -> 1.3800681741737668
(described,2645) -> 1.1507866019542419
(processor,2645) -> 2.1768865452786375
(syntax,2645) -> 1.292917413401
(directed,2645) -> 1.3430890793449968
(translator,2645) -> 1.3542468776167658
(compiles,2645) -> 1.5842820845687
(symbolic,2645) -> 1.3209848184658983
(formula,2645) -> 1.7025841662467207
(representing,2645) -> 1.3639122021130468
(execution,2645) -> 1.273728274548624
(time,2645) -> 1.1537489555739295
(sound,2645) -> 1.4545902095047594
(set,2645) -> 1.3897442578545567
(procedures,2645) -> 1.4976184275690092
(algebraic,2645) -> 1.3055991082460805
(manipulation,2645) -> 1.273728274548624
(called,2645) -> 1.2653131091714138
(user,2645) -> 1.2414646093459545
(operate,2645) -> 1.3573274452324344
(produced,2645) -> 1.3311964279223854
(examples,2645) -> 1.2440499703756625
(usage,2645) -> 1.335721802262988
(included,2645) -> 1.2843919929931031
(limitations,2645) -> 1.3711564844098951
(present,2645) -> 1.2689329841202865
(system,2645) -> 1.1335903317620668
(relation,2645) -> 1.335721802262988
(knuth,2645) -> 1.4337670867367094
(work,2645) -> 1.2698669637066198
(analysis,2645) -> 1.2007770852913697
(algorithms,2645) -> 1.2056418168126168
(directions,2645) -> 1.3986248591842272
(research,2645) -> 1.2891400826283426
(discussed,2645) -> 1.1769412852490206
(model,2646) -> 1.4695941648013813
(masking,2646) -> 3.1364416744988124
(rotational,2646) -> 3.0190475017950247
(latency,2646) -> 3.9036325160842376
(dynamic,2646) -> 1.5832725505799028
(disk,2646) -> 2.372356317379987
(allocation,2646) -> 1.5454869292270745
(paper,2646) -> 1.2890677501525207
(presents,2646) -> 1.547456549097248
(background,2646) -> 1.776533749452173
(algorithms,2646) -> 1.8225672672504674
(drum,2646) -> 1.7423129688197903
(discusses,2646) -> 1.6345441720280791
(anticipatory,2646) -> 3.3371283382748
(input,2646) -> 1.4639163850351211
(output,2646) -> 1.5124031862860883
(blocks,2646) -> 1.6668475096974313
(data,2646) -> 1.6273509621067404
(buffer,2646) -> 2.6176741742430503
(primary,2646) -> 1.7278244042260935
(memories,2646) -> 1.8352308358040665
(mono,2646) -> 2.1685641691374
(programmed,2646) -> 1.6668475096974313
(computer,2646) -> 1.243239392094277
(system,2646) -> 1.2671806635241336
(basic,2646) -> 1.5004570445431857
(permutation,2646) -> 1.7210899421966646
(algorithm,2646) -> 1.1428960602062832
(several,2646) -> 1.4311683010027474
(variations,2646) -> 1.8214332740846584
(given,2646) -> 1.3168660196112936
(nature,2646) -> 1.676190417564179
(scheduling,2646) -> 1.602240834358727
(restricted,2646) -> 2.442179884393329
(classes,2646) -> 1.6419696369317967
(programs,2646) -> 1.3641309144436493
(predictable,2646) -> 2.0095237508975123
(behavior,2646) -> 1.6345441720280791
(methods,2646) -> 2.250420002308894
(numerical,2646) -> 1.4976184275690092
(computations,2646) -> 1.6914429144177374
(matrix,2646) -> 1.4542259023860349
(partial,2646) -> 1.6668475096974313
(differential,2646) -> 1.6081504233455375
(equation,2646) -> 1.5832725505799028
(typical,2646) -> 1.6810981698377478
(examples,2646) -> 1.488099940751325
(use,2646) -> 1.320541487687308
(shown,2646) -> 1.4044788120185747
(may,2646) -> 1.4030091057168896
(masked,2646) -> 2.068220837249406
(using,2646) -> 1.354927808448994
(small,2646) -> 1.5204032784206771
(amount,2646) -> 1.6174933312122854
(memory,2646) -> 1.4552711403369878
(discussed,2646) -> 1.3538825704980413
(independent,2646) -> 1.5807548379497542
(overall,2646) -> 1.7210899421966646
(size,2646) -> 1.5171499993242916
(base,2646) -> 1.6458302611150684
(considered,2646) -> 1.4907562506417502
(algorithms,2647) -> 2.233850900875701
(reveal,2647) -> 3.660594467397943
(properties,2647) -> 2.6544341586931246
(floating,2647) -> 3.0743287432532127
(point,2647) -> 2.5100573128146504
(arithmetic,2647) -> 2.6135979047217197
(units,2647) -> 3.391749155105363
(design,2648) -> 1.4267944085621123
(number,2648) -> 1.676220542385285
(theory,2648) -> 2.2223964329843215
(package,2648) -> 3.250420002308894
(optimized,2648) -> 1.886864822465981
(trial,2648) -> 2.7350683469468375
(division,2648) -> 2.3161423935799634
(routine,2648) -> 2.3161423935799634
(described,2648) -> 1.603146407816968
(uses,2648) -> 1.547456549097248
(doubly,2648) -> 1.9355741676920604
(linked,2648) -> 1.7423129688197903
(list,2648) -> 1.5093229673744508
(structures,2648) -> 1.4921029099089966
(storing,2648) -> 1.767190841585425
(multiprecise,2648) -> 2.1685641691374
(integers,2648) -> 2.53438168317085
(coded,2648) -> 2.393812772960921
(ibm,2648) -> 1.5093229673744508
(basic,2648) -> 1.5004570445431857
(assembly,2648) -> 2.4051683324934414
(language,2648) -> 1.6828332526065966
(makes,2648) -> 1.6458302611150684
(heavy,2648) -> 1.9355741676920604
(use,2648) -> 1.320541487687308
(macro,2648) -> 1.734887503916073
(conditional,2648) -> 1.7423129688197903
(optimally,2648) -> 2.068220837249406
(also,2648) -> 1.3800681741737668
(used,2648) -> 1.3277494246352934
(determine,2648) -> 1.6240746839442044
(unique,2648) -> 1.776533749452173
(factorization,2648) -> 1.8352308358040665
(large,2648) -> 1.4208848195753019
(distributions,2649) -> 3.143964671394607
(significant,2649) -> 2.7575044804059994
(digits,2649) -> 3.5514499979728753
(roundoff,2649) -> 3.8067225030761813
(errors,2649) -> 2.7063519579586184
(generalized,2649) -> 1.962954455397695
(logarithmic,2649) -> 2.4033612515380907
(law,2649) -> 2.301301260210128
(derived,2649) -> 1.8430742859351656
(distribution,2649) -> 2.6861485718703313
(first,2649) -> 1.687679369458597
(random,2649) -> 1.7881367908489536
(digital,2649) -> 1.7528462537061
(integer,2649) -> 1.9746950033224564
(result,2649) -> 1.8749088258698543
(used,2649) -> 1.49162413695294
(determine,2649) -> 1.9361120259163067
(floating,2649) -> 2.0371643716266066
(point,2649) -> 1.7550286564073252
(operations,2649) -> 1.7187533228330192
(mixture,2649) -> 2.451816258042119
(uniform,2649) -> 2.0627406328502973
(reciprocal,2649) -> 2.4033612515380907
(order,2650) -> 1.3462796440515876
(n,2650) -> 1.3513304905736594
(correction,2650) -> 2.6224523699424953
(regular,2650) -> 2.213255630682288
(languages,2650) -> 1.3479372887763408
(method,2650) -> 1.6859709252892756
(presented,2650) -> 1.4623837658682903
(calculating,2650) -> 1.616074955563494
(string,2650) -> 2.8824432170142997
(b,2650) -> 2.6079735035459555
(belonging,2650) -> 1.87642312685305
(given,2650) -> 1.4752990294169406
(language,2650) -> 1.2560624697274738
(l,2650) -> 2.1648006241782594
(nearest,2650) -> 1.8011656279370547
(number,2650) -> 1.5071654067889637
(edit,2650) -> 1.7571428131731344
(operations,2650) -> 1.3593766614165097
(input,2650) -> 1.3479372887763408
(viewed,2650) -> 1.5824003120891297
(reasonable,2650) -> 1.637862499493219
(possibly,2650) -> 1.616074955563494
(erroneous,2650) -> 1.87642312685305
(originally,2650) -> 1.6651486168494858
(intended,2650) -> 1.5313703164251486
(calculation,2650) -> 1.4453541594528527
(requires,2650) -> 1.4265879894896547
(time,2650) -> 1.2306234333608943
(proportional,2650) -> 1.5898911179334905
(characters,2650) -> 1.4843726958363013
(find,2650) -> 1.490406115765481
(applications,2650) -> 1.3680671879813127
(information,2650) -> 1.2850511306303252
(retrieval,2650) -> 1.4062197287828522
(artificial,2650) -> 1.5898911179334905
(intelligence,2650) -> 1.606627815341144
(spelling,2650) -> 1.7259081290210594
(systems,2650) -> 1.2508163468569418
(treatment,2651) -> 1.7040856635011359
(data,2651) -> 1.9410264431601107
(types,2651) -> 2.1774000078435227
(el1,2651) -> 2.0016264306891998
(constructing,2651) -> 1.294076353724283
(general,2651) -> 1.163965380058821
(purpose,2651) -> 1.2109012471038558
(programming,2651) -> 1.1391733700528492
(language,2651) -> 1.2926428225456843
(key,2651) -> 1.2593566324833838
(issue,2651) -> 1.3896487510040794
(providing,2651) -> 1.2963326776076018
(sufficient,2651) -> 1.282030512909992
(set,2651) -> 1.1670332533662386
(associated,2651) -> 1.2478343565385794
(operations,2651) -> 1.2053580922380054
(manner,2651) -> 1.2857917898703277
(permits,2651) -> 1.2568746187591806
(natural,2651) -> 1.2632763822472324
(problem,2651) -> 1.148615665137683
(oriented,2651) -> 1.2510720686294285
(notation,2651) -> 1.282030512909992
(efficient,2651) -> 1.3938822025849693
(implementation,2651) -> 1.1907758274310347
(contains,2651) -> 1.3036401808143705
(number,2651) -> 1.1449044019397039
(features,2651) -> 1.226659202148018
(specifically,2651) -> 1.318134129494196
(designed,2651) -> 1.221635713996125
(simultaneously,2651) -> 1.3062806673420866
(satisfy,2651) -> 1.3328001783366454
(requirements,2651) -> 1.237227781056849
(resulting,2651) -> 1.2857917898703277
(includes,2651) -> 1.2735182714836715
(provision,2651) -> 1.364492856853268
(programmer,2651) -> 1.5212717914390321
(defined,2651) -> 1.222328928681041
(generic,2651) -> 1.5008132153445999
(routines,2651) -> 1.282030512909992
(control,2651) -> 1.197874082315193
(type,2651) -> 1.461027972777634
(conversion,2651) -> 1.2593566324833838
(flexible,2651) -> 1.3036401808143705
(behavior,2651) -> 1.2719475022977482
(context,2651) -> 1.2499739502485299
(allows,2651) -> 1.2363477369561606
(compiled,2651) -> 1.346644465909225
(code,2651) -> 1.2189378076875002
(compact,2651) -> 1.3328001783366454
(representation,2651) -> 1.230513986388817
(reduction,2652) -> 1.3974357135068625
(compilation,2652) -> 2.7306158612719953
(costs,2652) -> 1.4148657486506426
(language,2652) -> 2.0242498789098953
(contraction,2652) -> 1.640932502349644
(programming,2652) -> 1.1948427180739891
(languages,2652) -> 1.2783498310210728
(tailored,2652) -> 1.5613445006152364
(particular,2652) -> 1.292859964450795
(groups,2652) -> 1.4453877812918743
(users,2652) -> 1.3412703915917237
(often,2652) -> 1.3579378327554803
(constructed,2652) -> 1.3898780013289826
(removing,2652) -> 1.6057142505385076
(unwanted,2652) -> 1.640932502349644
(features,2652) -> 1.9519686490216757
(general,2652) -> 1.2295515320823494
(purpose,2652) -> 1.2952617459453981
(paper,2652) -> 1.1734406500915124
(describes,2652) -> 1.6186604460364427
(use,2652) -> 1.1923248926123848
(simulation,2652) -> 1.3183757310056967
(techniques,2652) -> 1.2481749368805328
(predict,2652) -> 1.5321188934795886
(savings,2652) -> 1.492859964450795
(cost,2652) -> 2.273502924022787
(achievable,2652) -> 1.6057142505385076
(approach,2652) -> 1.292859964450795
(results,2652) -> 1.2342477512522538
(suggest,2652) -> 1.492859964450795
